Frequency,MonetaryValue,Cluster,PCA1,PCA2
4,6725.18,0,0.33231385023747917,-0.41120272571089495
2,1185.18,0,-0.28042451625746173,-0.14469217706976478
1,249.24,0,-0.44125261057943915,-0.1569779916746927
7,4308.58,0,0.40021639879770815,0.040236452509592076
1,70.0,0,-0.45547612822826494,-0.14275447402586694
1,77.52,0,-0.4548793816721437,-0.14335122058198818
4,556.87,0,-0.1571698930588186,0.07828101758540273
2,622.8199999999999,0,-0.3250503664303788,-0.10006632689684772
3,826.89,0,-0.22229951971856712,-0.029703264681754063
5,990.5,0,-0.03620240546626352,0.13042743891975303
2,1847.94,0,-0.2278314647235644,-0.19728522860366213
1,637.2,0,-0.41046620181444005,-0.1877644004396918
2,1469.04,0,-0.2578989208557898,-0.1672177724714367
13,7166.0599999999995,2,1.1463122943530653,0.33282401051566746
3,1865.73,0,-0.13986279201098983,-0.11213999238933134
3,743.88,0,-0.22888674466851705,-0.023116039731804133
6,4048.98,0,0.29305899141283637,-0.025720049032441444
2,886.1,0,-0.3041578885985174,-0.12095880472870917
3,2145.06,0,-0.11769667292570477,-0.1343061114746164
5,1751.89,0,0.02421738979505898,0.07000764365843054
1,299.02,0,-0.43730233882894515,-0.1609282634251867
3,1511.01,0,-0.16801145403058074,-0.08399133036974044
6,1264.14,0,0.07206914043562188,0.195269801944773
12,2444.88,0,0.6851080119868943,0.6209143839549328
1,104.19999999999999,0,-0.452762201071437,-0.1454684011826949
4,1232.95,0,-0.10351983831647248,0.024630962843056627
1,21.0,0,-0.45936450339448043,-0.13886609885965145
1,415.79,0,-0.428036102744068,-0.17019449951006388
6,2309.01,0,0.15498437635242937,0.11235456602796555
5,3472.9900000000002,0,0.1607945836434969,-0.06656955019000736
4,3449.79,0,0.07239660257073403,-0.15128547804414985
1,417.8,0,-0.4278766000076579,-0.17035400224647393
1,140.14,0,-0.44991019691891077,-0.1483204053352211
16,11086.14,2,1.7170595194082796,0.2814185122411691
6,3442.7400000000002,0,0.24495106160127575,0.02238788077911917
2,2481.06,0,-0.17759048339225128,-0.24752620993497523
2,1558.22,0,-0.2508220780532776,-0.1742946152739489
5,2841.07,0,0.11064882782645845,-0.016423794372968904
2,804.88,0,-0.3106030688230076,-0.11451362450421895
3,3514.18,0,-0.009050709505930597,-0.24295207489439055
2,490.0,0,-0.33559024376867963,-0.08952644955854691
2,1241.23,0,-0.2759766911948826,-0.1491400021323439
1,141.0,0,-0.44984195196701393,-0.14838865028711795
4,2280.91,0,-0.02035939670040776,-0.05852947877300808
1,249.8,0,-0.441208172006111,-0.15702243024802087
2,826.27,0,-0.30890567403106167,-0.11621101929616484
6,4960.18,0,0.3653668985853985,-0.09802795620500354
3,1440.58,0,-0.17360039817255127,-0.0784023862277699
4,1764.12,0,-0.061369057968744416,-0.01751981750467142
27,14201.53,2,2.9164065309363822,0.9863244989090253
3,793.95,0,-0.22491346008540666,-0.027089324314914526
5,1671.1399999999999,0,0.017809506230326313,0.07641552722316321
3,263.75,0,-0.2669872664757627,0.014984482075441521
1,97.05000000000001,0,-0.4533295864273235,-0.14490101582680834
1,1950.98,0,-0.3062117216946325,-0.2920188805594993
1,261.35,0,-0.4402916264312174,-0.15793897582291452
3,2356.66,0,-0.10090524057527221,-0.15109754382504895
1,162.0,0,-0.4481755054672073,-0.15005509678692458
10,3138.2400000000002,0,0.5670154052078902,0.3927791728801261
2,239.4,0,-0.35547650533303876,-0.06964018799418777
2,1188.16,0,-0.28018803956367966,-0.14492865376354686
2,250.6,0,-0.35458773386647524,-0.0705289594607513
1,1248.42,0,-0.3619630861186396,-0.2362675161354923
6,7575.88,0,0.5729347133255989,-0.30559577094520396
2,764.24,0,-0.31382803957310956,-0.11128865375411696
1,2622.481,0,-0.25292503164383945,-0.3453055706102924
1,211.15,0,-0.44427522711170747,-0.15395537514242438
1,619.5,0,-0.41187077814999135,-0.1863598241041405
2,957.25,0,-0.29851180914798203,-0.1266048841792445
5,1511.7,0,0.005157209567032538,0.08906782388645698
2,395.1,0,-0.34312099485590103,-0.08199569847132551
9,16652.72,2,1.5528945408733303,-0.7662138717122192
24,17080.74,2,2.885214211674989,0.498175091389703
23,11745.69,2,2.375296523935661,0.8349788702021251
8,4220.21,0,0.47976078768078406,0.13380597255342155
1,89.14,0,-0.453957281275584,-0.14427332097854786
2,2138.91,0,-0.20474165814981507,-0.22037503517741144
1,134.6,0,-0.45034982137647883,-0.14788078087765305
1,110.95,0,-0.452226557553642,-0.1460040447004899
3,847.11,0,-0.22069496980303902,-0.03130781459728217
1,973.68,0,-0.3837649676118241,-0.21446563464230778
3,825.02,0,-0.22244791281164514,-0.02955487158867604
2,851.91,0,-0.30687102220939305,-0.1182456711178335
1,339.75,0,-0.4340702261652726,-0.1641603760888593
1,638.11,0,-0.41039398913278174,-0.1878366131213501
4,1648.7,0,-0.07052816535006258,-0.008360710123353265
3,722.98,0,-0.2305452557088008,-0.02145752869152039
5,4893.81,0,0.27354317963660457,-0.179318146183115
9,2601.19,0,0.4378410653767636,0.3488396037843473
20,21107.94,2,2.858563219726953,-0.16762955236988264
2,1339.05,0,-0.2682142246895929,-0.15690246863763366
10,2797.53,0,0.5399785010674559,0.4198160770205603
7,9384.85,0,0.8030417499202518,-0.36258889861295157
1,277.93,0,-0.4389759272423224,-0.15925467501180948
6,2478.94,0,0.16846910271967416,0.09886983966072074
2,1356.95,0,-0.26679377743499577,-0.15832291589223074
3,1286.11,0,-0.1858583024975575,-0.06614448190276367
4,2266.76,0,-0.021482264222896487,-0.05740661125051935
4,1405.5,0,-0.08982720290972797,0.010938327436312123
3,1698.8300000000002,0,-0.15310707395469111,-0.09889571044563006
1,233.84,0,-0.442474671345964,-0.15575593090816783
1,829.25,0,-0.3952261518007323,-0.2030044504533996
5,6879.8,0,0.4311406122152224,-0.3369155787617328
3,2040.92,0,-0.12596066047284107,-0.1260421239274801
2,529.25,0,-0.3324755759059458,-0.09264111742128074
2,3710.5,0,-0.08002876983404808,-0.3450879234931784
1,155.35,0,-0.4487032135254794,-0.14952738872865248
2,1713.69,0,-0.2384848191330425,-0.186631874194184
2,406.07,0,-0.3422504749462401,-0.08286621838098639
1,1201.52,0,-0.3656848166348744,-0.23254578561925748
4,4037.77,0,0.1190555174734152,-0.197944392946831
3,925.41,0,-0.21448150499661717,-0.037521279403704026
1,254.55,0,-0.4408312376787738,-0.15739936457535808
16,5061.03,2,1.2389393541487586,0.75953867750069
144,22457.9,1,13.698751102570272,10.458307271723061
4,2806.48,0,0.021346997914038553,-0.10023587338745438
1,268.27,0,-0.4397424926322335,-0.1584881096218984
10,5218.709999999999,0,0.7321102599437332,0.22768431814428305
5,7111.650000000001,0,0.44953897511904,-0.35531394166555036
5,3489.3,0,0.16208885709168006,-0.06786382363819052
1,347.8,0,-0.43343142167368004,-0.16479918058045182
2,782.95,0,-0.3123433150963771,-0.11277337823084946
1,320.08,0,-0.4356311310534248,-0.16259947120070706
6,1404.58,0,0.0832136997895668,0.1841252425908281
3,3078.65,0,-0.043612016365967864,-0.2083907680343533
1,949.82,0,-0.3856583682539853,-0.21257223400014658
1,168.69000000000003,0,-0.44764462322512605,-0.15058597902900583
1,1895.0,0,-0.3106539919355456,-0.2875766103185862
1,282.3,0,-0.43862914766117217,-0.1596014545929597
1,124.25,0,-0.4511711414370978,-0.14705946081703408
1,98.7,0,-0.4531986513451959,-0.145031950908936
2,300.08,0,-0.3506612684945499,-0.07445542483267663
1,55.5,0,-0.4566267698590838,-0.1416038323950481
1,519.45,0,-0.4198102054026415,-0.17842039685149033
3,953.45,0,-0.21225640214639915,-0.03974638225392205
7,2740.91,0,0.27581458049523844,0.1646382708120618
1,337.4,0,-0.4342567094640605,-0.1639738927900714
6,2287.32,0,0.1532631751819148,0.11407576719848012
1,1230.33,0,-0.3633986107463302,-0.2348319915078017
2,788.45,0,-0.3119068648226182,-0.11320982850460833
1,728.5,0,-0.40322112727004267,-0.19500947498408921
1,398.52,0,-0.4294065566036709,-0.168824045650461
4,444.9,0,-0.16605522708659712,0.08716635161318124
2,181.5,0,-0.36007113639679134,-0.06504555693043518
1,266.93,0,-0.43984882778984014,-0.15838177446429172
6,863.51,0,0.04027730894907275,0.22706163343132213
1,426.47,0,-0.4271885956670235,-0.17104200658710839
2,471.85,0,-0.3370305296720839,-0.0880861636551426
1,381.0,0,-0.430796849112081,-0.1674337531420509
2,552.08,0,-0.33066391049687033,-0.09445278283035623
1,1533.8899999999999,0,-0.33930972981864915,-0.25892087243548273
1,219.35,0,-0.44362451943083064,-0.15460608282330124
3,584.25,0,-0.2415541187049043,-0.010448665695416866
1,1071.82,0,-0.37597710763606107,-0.22225349461807078
6,1988.84,0,0.1295774155979965,0.13776152678239842
1,1092.81,0,-0.3743114546822067,-0.22391914757192513
2,325.37,0,-0.34865439078121135,-0.07646230254601519
4,1434.95,0,-0.08749021008023723,0.008601334606821392
4,2878.96,0,0.027098618976228298,-0.10598749444964413
1,330.35,0,-0.4348161593604241,-0.16341444289370774
3,422.45,0,-0.2543936922129383,0.002390907812617106
2,1266.63,0,-0.2739610844760689,-0.15115560885115767
2,534.99,0,-0.33202008052933196,-0.09309661279789455
2,519.05,0,-0.33328499277728046,-0.09183170054994609
3,1687.8,0,-0.15398235514006575,-0.09802042926025542
2,524.94,0,-0.3328175942113823,-0.09229909911584423
1,540.52,0,-0.4181382040811689,-0.180092398172963
7,1747.18,0,0.19695753857843626,0.24349531272886396
1,128.07999999999998,0,-0.4508672133373712,-0.1473633889167607
13,4742.0,0,0.9539519942425285,0.525184310626204
2,518.63,0,-0.33331832170727654,-0.09179837161994997
6,1481.03,0,0.08928035859481524,0.17805858378557965
1,92.30000000000001,0,-0.4537065207546607,-0.14452408149947113
2,236.06,0,-0.3557415496811033,-0.06937514364612328
41,5996.83,2,3.477123245950268,2.8492025088718145
11,3949.37,0,0.7179392524993502,0.41496923451557144
1,528.5600000000001,0,-0.4190872850401064,-0.1791433172140255
9,2694.75,0,0.4452654813063783,0.3414151878547326
13,4480.31,0,0.9331856902170811,0.5459506146516514
3,1315.2,0,-0.18354987732234915,-0.06845290707797203
17,3472.61,2,1.199447882458742,0.9721440581176118
2,799.0,0,-0.3110696738429534,-0.1140470194842731
22,4881.1,2,1.744002808609941,1.29315867660094
2,322.64,0,-0.3488710288261862,-0.07624566450104033
1,15.58,0,-0.459794605300621,-0.1384359969535109
1,765.36,0,-0.40029611688990585,-0.197934485364226
1,208.0,0,-0.4445251940866785,-0.15370540816745337
4,2032.18,0,-0.04009726517168888,-0.03879161030172696
1,330.0,0,-0.4348439334687542,-0.16338666878537764
1,148.95,0,-0.4492110829349443,-0.14901951931918758
5,1950.4,0,0.0399700704939454,0.05425496295954413
4,1654.72,0,-0.07005045068678467,-0.008838424786631164
4,612.84,0,-0.15272841636385776,0.07383954089044191
4,2581.6,0,0.0035017365389663673,-0.08239061201238221
1,147.27,0,-0.4493443986549288,-0.14888620359920307
1,575.1,0,-0.41539412217815397,-0.1828364800759779
1,54.22,0,-0.45672834374097676,-0.1415022585131551
1,68.25,0,-0.4556149987699155,-0.1426156034842164
2,984.62,0,-0.2963398738765674,-0.12877681945065914
5,2271.35,0,0.06543892783265676,0.028786105620832773
1,152.45,0,-0.4489333418516432,-0.14929726040248872
2,1755.24,0,-0.23518763570128226,-0.18992905762594425
2,668.23,0,-0.321446874261035,-0.1036698190661915
6,3819.92,0,0.27488202782970744,-0.007543085449312516
3,640.0,0,-0.23713010002089385,-0.014872684379427332
1,337.66999999999996,0,-0.4342352837233487,-0.16399531853078322
3,1676.95,0,-0.1548433524982992,-0.09715943190202199
1,363.38,0,-0.432195077080014,-0.1660355251741179
11,3062.52,0,0.6475636297206115,0.4853448572943101
2,1653.3,0,-0.24327704313891504,-0.1818396501883115
2,948.42,0,-0.2992125102238531,-0.12590418310337342
3,1013.76,0,-0.20747052650814496,-0.044532257892176234
2,1863.77,0,-0.22657528148109113,-0.19854141184613538
8,1406.3700000000001,0,0.25646965344193184,0.35709710679227374
2,640.13,0,-0.32367673838696676,-0.10143995494025977
1,222.4,0,-0.4433824879153825,-0.15484811433874937
4,385.46000000000004,0,-0.17077206422700217,0.09188318875358631
1,329.3,0,-0.4348994816854145,-0.1633311205687174
8,509.5,0,0.1852988976189997,0.4282678626152059
1,263.38,0,-0.4401305366029027,-0.15810006565122917
1,157.35,0,-0.44854450433502163,-0.14968609791911025
2,297.75,0,-0.3508461647014332,-0.07427052862579334
2,296.21000000000004,0,-0.3509683707780857,-0.07414832254914086
1,366.4,0,-0.4319554262024227,-0.16627517605170913
1,340.33,0,-0.4340242005000398,-0.16420640175409204
1,833.53,0,-0.3948865141331526,-0.20334408812097926
2,1018.42,0,-0.293657688557831,-0.13145900476939554
2,508.91,0,-0.33408964837290134,-0.09102704495432519
3,1026.0,0,-0.20649922626254338,-0.045503558137777816
3,924.52,0,-0.21455213058637085,-0.03745065381395033
5,2721.48,0,0.1011588117830358,-0.006933778329546266
1,1651.72,0,-0.3299593778628293,-0.2682712243913025
9,4217.2300000000005,0,0.5660812654504546,0.22059940371065623
1,223.98,0,-0.4432571076549209,-0.154973494599211
3,811.1,0,-0.22355252877723125,-0.02845025562308993
3,1534.78,0,-0.1661251953019901,-0.08587758909833108
5,3765.2,0,0.18398278991533004,-0.08975775646184049
1,10953.5,0,0.4081796089453299,-1.0064102111994615
3,323.86,0,-0.2622172617565543,0.010214477356233096
39,19333.95,2,4.36237109614246,1.617726840825812
2,597.6,0,-0.32705168932205136,-0.09806500400517518
8,1535.7,0,0.26673258324288385,0.3468341769913218
1,35.28,0,-0.4582313197746119,-0.13999928247951998
4,1523.97,0,-0.08042606401296169,0.0015371885395458493
1,197.31,0,-0.4453734947096753,-0.15285710754445658
7,2242.19,0,0.23623885676268774,0.20421399454461248
42,50291.38,2,7.078656286509431,-0.5792166227604417
8,1698.56,0,0.27965627262186044,0.3339104876123452
5,1029.1,0,-0.03313931809042848,0.127364351543918
1,181.65,0,-0.4466161876709597,-0.1516144145831722
8,2083.16,0,0.31017604994689046,0.3033907102873152
5,1593.34,0,0.011635718721518888,0.08258931473197063
12,13683.0,2,1.5769044757205573,-0.2708820797787299
1,377.49,0,-0.43107538374133436,-0.1671552185127975
1,258.75,0,-0.44049794837881245,-0.1577326538753194
2,496.5,0,-0.33507443889969185,-0.09004225442753469
1,437.16,0,-0.42634029504402665,-0.1718903072101052
1,324.45,0,-0.43528435147227457,-0.16294625078185732
1,304.04,0,-0.43690397876089615,-0.1613266234932357
2,252.48000000000002,0,-0.35443854722744494,-0.07067814609978161
14,11359.48,2,1.5656363955412382,0.08661381825439968
9,2149.65,0,0.40200929144711184,0.38467137771399906
1,498.96000000000004,0,-0.4214361810588814,-0.17679442119525043
1,162.45,0,-0.4481397958993543,-0.1500908063547776
3,413.82,0,-0.2550785223697636,0.0030757379694424034
5,4689.43,0,0.25732468746372456,-0.16309965401023502
2,467.34,0,-0.33738841889656623,-0.08772827443066032
1,150.95,0,-0.4490523737444865,-0.14917822850964538
4,1322.07,0,-0.09644775678967404,0.017558881316258202
1,211.99,0,-0.4442085692517152,-0.15402203300241665
5,1744.96,0,0.023667462450122786,0.07055757100336674
1,132.24,0,-0.450537098221219,-0.1476935040329129
2,2646.02,0,-0.16450014936329405,-0.26061654396393247
1,122.45,0,-0.4513139797085098,-0.1469166225456221
6,1048.13,0,0.05492775432022994,0.21241118806016496
33,4782.88,2,2.688335099364539,2.253079384042301
4,1161.2,0,-0.10921353052414513,0.030324655050729284
1,385.55,0,-0.43043578570378954,-0.1677948165503423
1,264.15,0,-0.44006943356457645,-0.1581611686895554
6,2100.09,0,0.1384056143172102,0.1289333280631847
7,2417.7799999999997,0,0.25017273013892805,0.19028012116837217
3,474.64,0,-0.2502521758879427,-0.0017506085123785108
5,2502.82,0,0.08380713599028732,0.010417897463202215
1,517.7,0,-0.4199490759442921,-0.1782815263098398
12,8870.880000000001,2,1.195040640927724,0.11098175501410307
7,2354.27,0,0.24513291979594143,0.1953199315113588
1,490.08000000000004,0,-0.42214084986451395,-0.1760897523896179
10,2729.84,0,0.5346069885164126,0.4251875895716037
3,753.51,0,-0.22812255991646288,-0.023880224483858313
18,6627.64,2,1.536370965507191,0.8083348839960683
4,546.0,0,-0.1580324775089566,0.07914360203554073
1,261.06,0,-0.44031463926383374,-0.15791596299029814
1,93.35000000000001,0,-0.4536231984296704,-0.14460740382446147
4,844.87,0,-0.13431576963289907,0.05542689415948321
1,355.5,0,-0.4328203912904176,-0.16541021096371428
4,884.02,0,-0.13120903722968813,0.05232016175627227
3,920.08,0,-0.2149044649891871,-0.037098319411134076
1,497.65000000000003,0,-0.4215401355786313,-0.1766904666755006
20,14256.68,2,2.3148842556190865,0.37604941173798356
2,293.18,0,-0.3512088152016292,-0.07390787812559732
18,5994.94,2,1.486163313105874,0.8585425363973854
2,485.98,0,-0.33590924924149973,-0.08920744408572678
1,175.25,0,-0.4471240570804245,-0.15110654517370734
2,382.66,0,-0.3441081660205484,-0.08100852730667817
1,234.0,0,-0.44246197461072745,-0.15576862764340446
2,330.12,0,-0.34827745645387415,-0.07683923687335241
1,50.550000000000004,0,-0.4570195751054668,-0.1412110271486651
3,1310.99,0,-0.18388396016826278,-0.0681188242320584
18,7814.83,2,1.6305799474169738,0.7141259020862857
1,1914.8,0,-0.3090827709500137,-0.28914783130411814
6,3240.14,0,0.22887382060790315,0.038465121772491756
7,2485.46,0,0.25554344914401916,0.18490940216328106
6,1229.95,0,0.06935600682474623,0.19798293555564866
2,618.96,0,-0.3253566751679623,-0.09976001815926423
8,2270.86,0,0.32507090747135264,0.288495852762853
1,65.3,0,-0.45584909482584074,-0.14238150742829117
1,759.13,0,-0.40079049601818184,-0.19744010623595004
2,555.87,0,-0.33036315658095283,-0.09475353674627371
1,323.39,0,-0.4353684673432172,-0.16286213491091467
4,757.72,0,-0.14123152260709657,0.06234264713368072
13,10327.2,2,1.39716327951491,0.08197302535382274
2,679.8,0,-0.32052874159423683,-0.10458795173298971
1,402.36,0,-0.4291018349579919,-0.16912876729613993
5,3292.84,0,0.14649885331301285,-0.05227381985952331
7,1805.78,0,0.20160771785884904,0.23884513344845118
1,30.0,0,-0.4586503120374204,-0.13958029021671145
2,279.91,0,-0.35226185068031657,-0.07285484264690999
1,442.32,0,-0.42593082533264565,-0.17229977692148624
1,307.1,0,-0.43666115369949576,-0.16156944855463612
9,3033.88,0,0.47217700518635086,0.31450366397476004
4,1010.73,0,-0.1211540164682358,0.042265140994819955
4,799.13,0,-0.13794544881866835,0.059056573345252494
3,1488.59,0,-0.1697905840556124,-0.08221220034470877
10,4287.58,0,0.6582208156882595,0.3015737623997568
2,503.64,0,-0.3345078470897576,-0.09060884623746893
1,319.94,0,-0.43564224069675683,-0.16258836155737505
17,5557.62,2,1.3649030070569241,0.8066889335194296
5,2229.72,0,0.062135396033278174,0.032089637420211356
2,751.5600000000001,0,-0.31483425584061187,-0.11028243748661468
19,6477.67,2,1.6110271113241674,0.9067926471059972
2,155.8,0,-0.36211054949417376,-0.06300614383305278
6,2771.18,0,0.19165968962936417,0.07567925275103075
1,127.65,0,-0.4509013358133196,-0.1473292664408123
1,1106.7,0,-0.3732092193544775,-0.2250213828996544
1,209.48,0,-0.44440774928573973,-0.15382285296839215
3,709.59,0,-0.2316078137389156,-0.020394970661405606
9,2108.37,0,0.39873353375606335,0.38794713540504755
1,188.4,0,-0.44608054415316467,-0.1521500581009672
2,561.25,0,-0.3299362288586214,-0.09518046446860513
5,1055.05,0,-0.03108006634423885,0.12530509979772836
2,393.05,0,-0.34328367177612024,-0.0818330215511063
16,5185.51,2,1.2488174141628505,0.7496606174865981
3,522.9,0,-0.24642252312219656,-0.005580261278124627
1,129.22,0,-0.4507767490988102,-0.14745385315532164
2,418.08,0,-0.34129742625754117,-0.08381926706968533
4,1378.74,0,-0.091950731878053,0.01306185640463715
1,135.4,0,-0.4502863377002957,-0.14794426455383616
8,2326.35,0,0.32947429396060357,0.2840924662736021
